August 18, 2011,10:15,MDZhB/МДЖБ,/media/33674/s28-4625usb-20110818-1015z-msg-byavare.ogg ,43 405 LIPAK 65 15 65 95,ЛИПАК,Male voice
August 18, 2011,11:05,MDZhB/МДЖБ,/media/33679/s28-4625usb-20110818-1105z-msg-byavare.ogg ,95 441 LIPAVLON&nbsp;13 37 54 72,ЛИПАВЛОН,Male voice
August 18, 2011,11:06,MDZhB/МДЖБ,/media/33682/s28-4625usb-20110818-1106z-msg-byavare.ogg ,85 611 CIN'HA 62 79 45 15,ЦИНЬХА,Male voice
August 19, 2011,11:40,MDZhB/МДЖБ,/media/34420/s28-4625usb-20110819-1140z-msg-bywebweasel.ogg ,79 833 ShINMILLA 27 75 54 46,ШИНМИЛЛА,Male voice
August 19, 2011,12:11,MDZhB/МДЖБ,/media/34423/s28-4625usb-20110819-1211z-msg-bywebweasel.ogg ,87 660 SINHROTRON 66 53 03 21,СИНХРОТРОН,Male voice
August 19, 2011,12:54,MDZhB/МДЖБ,/media/34426/s28-4625usb-20110819-1254z-msg-bywebweasel.ogg ,09 975 DINOFYeK 29 40 75 51,ДИНОФЕК,Male voice
August 19, 2011,12:58,MDZhB/МДЖБ,/media/34429/s28-4625usb-20110819-1258z-msg-bywebweasel.ogg ,76 441 MINONOSNYJ 99 48 00 37,МИНОНОСНЫЙ,Male voice
August 19, 2011,14:31,MDZhB/МДЖБ,/media/34432/s28-4625usb-20110819-1431z-msg-bywebweasel.ogg ,25 268 KINODIALOG 82 81 45 89,КИНОДИАЛОГ,Male voice
August 19, 2011,14:35,MDZhB/МДЖБ,/media/34435/s28-4625usb-20110819-1435z-msg-bywebweasel.ogg ,47 956 ShINNYJ 40 24 26 89,ШИННЫЙ,Male voice
August 19, 2011,15:27,IA6N,/media/34438/s28-4625usb-20110819-1527z-msg-bywebweasel.ogg ,13 137 38 473 VINKATON 43 65 32 76,ВИНКАТОН,Male voice
August 22, 2011,09:00,MDZhB/МДЖБ,/media/33917/s28-4625usb-20110822-0900z-msg-bywebweasel.ogg ,30 134 TINKAL' 94 45 83 24,ТИНКАЛЬ,Male voice
August 22, 2011,09:50,MDZhB/МДЖБ,/media/33920/s28-4625usb-20110822-0950z-msg-bywebweasel.ogg ,26 727 GINECEJ 01 11 01 35,ГИНЕЦЕЙ,Male voice
August 22, 2011,11:00,MDZhB/МДЖБ,/media/33933/s28-4625usb-20110822-1100z-msg-bywebweasel.ogg ,34 686 DINGI 74 80 82 88,ДИНГИ,Male voice
August 22, 2011,11:10,MDZhB/МДЖБ,/media/33943/s28-4625usb-20110822-1110z-msg-bywebweasel.ogg ,78 770 ChINAB 50 06 48 15&nbsp;MIMELTIZM 15 97 40 75 68 IMEJKA 32 96 34,ЧИНАБ&nbsp;МИМЕЛТИЗМ&nbsp;ИМЕЙКА,Male voice
August 22, 2011,11:20,OYeUN/ОЕУН,/media/33950/s28-4625usb-20110822-1120z-msg-bywebweasel.ogg ,67 234 10 324 SIMVOLIKA 06 50 32 02 CIMBIDIUM 85 03 58 40 GIL'DIN 52 14 46 54 DIL'DRIN 37 46 77 11,СИМВОЛИКА ЦИМБИДИУМ ГИЛЬДИН ДИЛЬДРИН,Male voice
August 22, 2011,11:35,IA6N/ИА6Н,/media/33960/s28-4625usb-20110822-1135z-msg-bywebweasel.ogg ,67 234 10 324 SIMVOLIKA 06 50 32 02 CIMBIDIUM 85 03 58 40 GIL'DIN 52 14 46 54 DIL'DRIN 37 46 77 11,СИМВОЛИКА ЦИМБИДИУМ ГИЛЬДИН ДИЛЬДРИН,Male voice
August 22, 2011,12:48,MDZhB/МДЖБ,/media/33866/s28-4625usb-20110822-1249z-msg-bylinas.ogg ,41 686 TIL'DA 33 94 62 91 repeat ZhB 41 686 TIL'DA 33 94 62 91,ТИЛЬДА&nbsp;повтор ЖБ&nbsp;ТИЛЬДА,Male voice actually says  repeat ZhB  in the middle of the message
August 22, 2011,13:20,MDZhB/МДЖБ,/media/33969/s28-4625usb-20110822-1320z-msg-bywebweasel.ogg ,90 043 BIL'BOKYe 68 38 31 43,БИЛЬБОКЕ,Male voice
August 22, 2011,13:50,MDZhB/МДЖБ,/media/33886/s28-4625usb-20110822-1349z-msg-bylinas.ogg,19 757 BIL'BOKS 86 38 52 67,БИЛЬБОКС,Male voice
August 22, 2011,13:56,MDZhB/МДЖБ,/media/33889/s28-4625usb-20110822-1356z-msg-bylinas.ogg ,66 crash crash crash MDZHB 66 026 KILOTA 66 15 47 33,сбой сбой сбой КИЛОТА,Male voice
August 24, 2011,03:57,KZJT MBYShch 8ZhSM 1SG5 6Ye4N,/media/34239/s28-4625usb-20110824-0357z-msg-bywebweasel.ogg ,50617 99919 63819 24832 05598 SPLAVShchICA 1348 3324,ВИЛАИС,Male voice,#skip
August 24, 2011,11:20,MDZhB/МДЖБ,/media/34250/s28-4625usb-20110824-1120z-msg-bywebweasel.ogg ,23 956 FILOKARTIYa 64 97 25 71,ФИЛОКАРТИЯ,Male voice
August 24, 2011,11:52,MDZhB/МДЖБ,/media/34223/s28-4625usb-20110824-1152z-msg-bygwraspe.ogg ,96 484 LILOVYJ 08 76 83 82,ЛИЛОВЫЙ,Male voice
August 24, 2011,13:00,MDZhB/МДЖБ,/media/34259/s28-4625usb-20110824-1300z-msg-bywebweasel.ogg ,MDZhB V sboj sboj sboj sboj MDZhB 81 639 VILAIC 23 99 54 39,ВИЛАИС,Male voice
August 28, 2011,11:50,MDZhB/МДЖБ,/media/34449/s28-4625usb-20110828-1150z-msg-bywebweasel.ogg ,51 669 VIKING 40 16 28 44 LIKVYeMIN 94 22 35 14,ВИКИНГ ЛИКЕМИН,Male voice
August 28, 2011,11:54,MDZhB/МДЖБ,/media/34452/s28-4625usb-20110828-1154z-msg-bywebweasel.ogg ,28 851 MIKAROZA 84 23 43 26,МИКАРОЗА,Male voice
August 29, 2011,03:38,MDZhB/МДЖБ,/media/34487/s28-4625usb-20110829-0338z-msg-bygwraspe.ogg ,00 712 UPRYaZhNOJ 20 60 06 27,УПРЯЖНОЙ,Male voice
August 29, 2011,03:57,MDZhB/МДЖБ,/media/34490/s28-4625usb-20110829-0357z-msg-bygwraspe.ogg ,72 933 ShPROT 20 84 25 86,ШПРOТ,Male voice
August 29, 2011,04:05,MDZhB/МДЖБ,/media/34493/s28-4625usb-20110829-0405z-msg-bygwraspe.ogg ,82 233 SPRINGBOK 84 06 97 23,СПРИНГБОК,Male voice
August 29, 2011,13:49,MDZhB/МДЖБ,/media/34496/s28-4625usb-20110829-1349z-msg-bygwraspe.ogg ,43 550 APOFYeGMATY 69 26 50 78,АПОФЕГМАТЫ,Female voice
August 30, 2011,04:56,MDZhB/МДЖБ,/media/34511/s28-4625usb-20110830-0456z-msg-bygwraspe.ogg ,13 200 EPONIM 78 37 70 02,ЭПОНИМ,Male voice
September 01, 2011,14:01,MDZhB/МДЖБ,/media/34680/s28-4625usb-20110901-1401z-msg-byavare.ogg ,96 521 BYeRDOVYJ 67 70 52 94,БЕРДОВЫЙ,Male voice
September 03, 2011,03:00,MDZhB/МДЖБ,/media/34714/s28-4625usb-20110903-0300z-msg-bywebweasel.ogg ,10 422 APOGRANIT 92 31 75 63,АПОГРАНИТ,Male voice
September 04, 2011,13:22,MDZhB/МДЖБ,/media/34750/s28-4625usb-20110904-1322z-msg-bywebweasel.ogg ,80 413 KIZYaK 95 26 24 34,КИЗЯК,Male voice
September 05, 2011,12:30,MDZhB/МДЖБ,/media/34788/s28-4625usb-20110906-1230z-msg-byavare.ogg ,75 939 NIZKIJ 34 52 32 31 &nbsp;repeat given as 55 739 NIZKIJ 74 52 32 31,НИЗКИЙ,Repeat used some different numbers no repeat of either version were given for this message. Male voice
September 05, 2011,12:50,MDZhB/МДЖБ,/media/34800/s28-4625usb-20110905-1250z-msg-bygwraspe.ogg ,09 402 ZIZIFUS 91 36 32 41,ЗИЗИФУС,Male voice
September 05, 2011,13:39,MDZhB/МДЖБ,/media/34809/s28-4625usb-20110906-1339z-msg-byavare.ogg ,94 064 LIZIS 39 50 69 22,ЛИЗИС,Male voice
September 05, 2011,13:41,MDZhB/МДЖБ,/media/34812/s28-4625usb-20110906-1341z-msg-byavare.ogg ,41 079 KIZAR 56 09 66 06,КИЗАР,Male voice
September 09, 2011,11:30,94ZhT/94ЖТ,/media/34925/s28-4625usb-20110909-1130z-msg-bygwraspe.ogg ,44 729 SIZAL 79 84 36 62 SIDNOKARB 41 72 92 04,СИЗАЛЪ СИДНОКАРБ,New calssign. Male voice#skip
